"","Parenga","Car_Nicobarese","Vietnamese","Fijian","Wallisian","Samoan","Maori","Tonga_","Kilivila","Muyuw","Chamorro","Tagalog","Pottangi_Ollar_Gadaba","Telugu","Riang_","Newari","Biete","Chothe_Naga","Angami_Naga","Mandarin_Chinese","Hakka_Chinese","Min_Nan_Chinese","Yue_Chinese","Thai","Nyunga","Hausa","Awngi","Mesopotamian_Arabic","South_Levantine_Arabic","Algerian_Arabic","Libyan_Arabic","Moroccan_Arabic","Tunisian_Arabic","Standard_Arabic","Assyrian_Neo-Aramaic","Hebrew","Amharic","Tigre","Jola-Fonyi","Pulaar","Serer","Nuclear_Wolof","Lingala","Kikuyu","Gusii","Ganda","Chiga","Nyankole","Rundi","Xhosa","Zulu","Southern_Sotho","Tswana","Venda","Yoruba","Abua","Khana","Hadza","Nama_","Teso","Acoli","Luo_","Kabardian","Ainu_","Basque","Albanian","Modern_Armenian","Latvian","Belarusian","Russian","Ukrainian","Bulgarian","Macedonian","Czech","Polish","Welsh","Manx","Scottish_Gaelic","Danish","Norwegian","Standard_German","Dutch","Swiss_German","Kriol","Standard_English","Modern_Greek_","Eastern_Pahari","Mahasu_Pahari","Bhili","Gamit","Dubli","Gujarati","Vasavi","Dhanki","Bundeli","Hindi","Urdu","Assamese","Western_Panjabi","Sindhi","Konkani","Marathi","Kurdish","Western_Farsi","Italian","Sicilian","Standard_French","Standard_Spanish","Nuclear_Japanese","Korean","Chuvash","Tatar","Karachay-Balkar","Nuclear_Turkish","Finnish","Hungarian","Mari","Erzya","Moksha","Komi-Zyrian","Komi-Permyak","Lule_Sami","Nenets","Yucuna","Central_Aymara","Central_Tunebo","Shuar","Xavánte","Kaingang","Kayapó","Krahô","Panoan_Katukína","Ticuna","Nhengatu","Yanomamö","Mescalero-Chiricahua_Apache","Navajo","Northwest_Alaska_Inupiatun","Kalaallisut","Central_Yupik","Tzeltal","Tzotzil","Lacandon","Yucatec_Maya","Peñoles_Mixtec","Central_Nahuatl"
"Albanian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,0,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Modern_Armenian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,0,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Latvian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,0,147.058823529412,147.058823529412,147.058823529412,147.058823529412,147.058823529412,147.058823529412,147.058823529412,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Belarusian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,147.058823529412,0,78.4313725490196,78.4313725490196,117.64705882353,117.64705882353,117.64705882353,117.647058823529,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Russian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,147.058823529412,78.4313725490196,0,78.4313725490196,117.64705882353,117.64705882353,117.64705882353,117.647058823529,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Ukrainian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,147.058823529412,78.4313725490196,78.4313725490196,0,117.64705882353,117.64705882353,117.64705882353,117.647058823529,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Bulgarian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,147.058823529412,117.64705882353,117.64705882353,117.64705882353,0,29.4117647058824,117.64705882353,117.64705882353,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Macedonian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,147.058823529412,117.64705882353,117.64705882353,117.64705882353,29.4117647058824,0,117.64705882353,117.64705882353,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Czech",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,147.058823529412,117.64705882353,117.64705882353,117.64705882353,117.64705882353,117.64705882353,0,88.2352941176472,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Polish",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,147.058823529412,117.647058823529,117.647058823529,117.647058823529,117.64705882353,117.64705882353,88.2352941176472,0,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Welsh",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,0,75.6302521008403,75.6302521008403,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Manx",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,199.999999999999,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,75.6302521008403,0,25.2100840336134,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Scottish_Gaelic",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,199.999999999999,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,75.6302521008403,25.2100840336134,0,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Danish",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,0,105.882352941176,141.176470588235,141.176470588235,141.176470588235,141.176470588235,141.176470588235,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Norwegian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,105.882352941176,0,141.176470588235,141.176470588235,141.176470588235,141.176470588235,141.176470588235,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Standard_German",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,141.176470588235,141.176470588235,0,102.941176470588,123.529411764706,123.529411764706,123.529411764706,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Dutch",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,141.176470588235,141.176470588235,102.941176470588,0,123.529411764706,123.529411764706,123.529411764706,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Swiss_German",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,141.176470588235,141.176470588235,123.529411764706,123.529411764706,0,123.529411764706,123.529411764706,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Kriol",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,141.176470588235,141.176470588235,123.529411764706,123.529411764706,123.529411764706,0,35.2941176470588,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Standard_English",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,141.176470588235,141.176470588235,123.529411764706,123.529411764706,123.529411764706,35.2941176470588,0,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Modern_Greek_",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,0,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
